post	label
a vote under these conditions could make things worse gnu should focus on rooting out those plotting violence crack down on voter manipulation begin real process of deliberation across the country to understand meet the needs of the left behinds including ofc eu m ship	0
somehow i lost track of how many men i have slept with but i can still name all the women	0
feargodnotdeath this nigger tried calling me out omg wtf is wrong with retard kids	2
<user> <user> police state they can not stop they want to kill all of us 😠 😡 😠 😡	0
doubting that seriously no self respecting man would marry a muscum cum bucket but then if he a snowflake he probably watches	2
nigga retard an faggot <number> words that will get people angry they are words get over it	0
i have <number> the third is to mute dumb beaners who are this dull	2
<user> <user> muslim have <number> muslim country why they not taking refugee from bangladesh in there country why muslim refugee just want to come in europe india and america	0
well maybe i am the faggot america i am not a part of a redneck agenda now everybody do the propaganda and sing along to the age of paranoia	0
being a moslem javanese living in java is indonesia version of white people getting the best access to basically everything in the us	0
gee you behave like a kike but post normie reaction gifs like a nigger hm possible nig kike	2
jews created communism <number> million stupid morons voted for the commie kike sanders	2
it is impossible to raise the nigger to the cultural civilzed level of the white this race is genetically inferior animal that will always remain at best second rate	2
we should send amy schumer to police no go zones she will be safe muzzies do not do pork she looks like a turd poured into a sock or maybe vanilla pudding in a hefty bag anyways happy wahmans day lol	2
the kike usurped the white people place white europeans are god chosen people jesus was a gaul not a kike	2
of course politics is violence retard i never said it wasn t have fun fighting your own reflection in a mirror good luck with your reading comprehension you clearly need it with your nigger level grasp of the english language	2
its the summer time so niggas are going to disrespect their boys just to catch a body	0
lil sexy retarted bitch	1
you walk soto to face the man who hit a grand slam against the dodgers aj hinch are you fucking retarded	1
love coming to work and hear cowboy fans talk like they was in the game lol nigga what number are you	0
<user> <user> and a ching chong and bing bong to you too	1
the most radical plans for reconstruction which included land reform the likes of which is currently being proposed in south africa failed for want of support had lincoln survived and these <percent> governments formed with <number> nigger senators the most radical plans would have passed the senate	2
so you are just going to shift to a different topic say amnat is raced based civnat is not then i will talk to you about bus throwing and gook posting	2
detention space for illegal immigrants oh my dare i say concentration camps gas the spics border war now in all seriousness detention camps are necessary you can not let beaners roam around raping and pillaging you have to lock up all the taco niggers until you are ready to remove them	2
<user> nearly every white cis male gay man i have met has been low key racist and conservative i can not help but think that so many wars for queer rights were won because white men wanted them	0
<user> plug your phone in you deep state faggot bot	1
